p,true_k,dataset_id,n,B,n_jobs,n_test_ks,model,t_carve_sec,t_carve_per_k_sec,t_external_sec
62,5,4,500,20,10,6,kmeans,10.843815333093517,1.8073025555155862,0.8022306670900434
62,6,4,500,20,10,6,kmeans,10.569828417035751,1.7616380695059586,0.7872046249685809
62,3,5,500,20,10,6,kmeans,11.549905374995433,1.9249842291659054,0.8968334579840302
62,4,5,500,20,10,6,kmeans,11.327040790929459,1.8878401318215765,0.8157624579034746
62,5,5,500,20,10,6,kmeans,10.829581875004806,1.804930312500801,0.812464417074807
62,6,5,500,20,10,6,kmeans,10.771369084017351,1.7952281806695585,0.7872134589124471
62,3,6,500,20,10,6,kmeans,11.188167457934469,1.8646945763224114,0.8273045410169289
62,4,6,500,20,10,6,kmeans,10.77844295790419,1.7964071596506983,0.7856785840122029
62,5,6,500,20,10,6,kmeans,10.722707665991038,1.7871179443318397,0.8141213329508901
62,6,6,500,20,10,6,kmeans,10.550192583003081,1.7583654305005136,0.966887874994427
62,3,7,500,20,10,6,kmeans,11.346439042012207,1.8910731736687012,0.8494438749039546
62,4,7,500,20,10,6,kmeans,11.229516625055112,1.871586104175852,0.8605522089637816
62,5,7,500,20,10,6,kmeans,10.953127791988663,1.8255212986647773,0.7872802499914542
62,6,7,500,20,10,6,kmeans,10.749671875033528,1.7916119791722547,0.798292791005224
62,3,8,500,20,10,6,kmeans,11.292387541034259,1.8820645901723765,0.8688088330673054
62,4,8,500,20,10,6,kmeans,11.065756375086494,1.8442927291810822,0.8255215829703957
62,5,8,500,20,10,6,kmeans,10.836518500000238,1.8060864166667063,0.8042602500645444
62,6,8,500,20,10,6,kmeans,10.741443542065099,1.7902405903441831,0.8102160000707954
62,3,9,500,20,10,6,kmeans,11.248093665926717,1.874682277654453,0.8676342080580071
62,4,9,500,20,10,6,kmeans,10.914994374965318,1.8191657291608863,0.8231593749951571
62,5,9,500,20,10,6,kmeans,10.697660625097342,1.7829434375162236,0.8202298340620473
62,6,9,500,20,10,6,kmeans,10.774920249939896,1.7958200416566494,0.7906689579831436
62,3,10,500,20,10,6,kmeans,11.234852790948935,1.8724754651581559,0.88082933309488
62,4,10,500,20,10,6,kmeans,10.97751849994529,1.8295864166575484,0.842808875022456
62,5,10,500,20,10,6,kmeans,10.794764167047106,1.7991273611745175,0.8183827908942476
62,6,10,500,20,10,6,kmeans,10.753717834013514,1.792286305668919,0.8043008330278099
62,3,11,500,20,10,6,kmeans,11.705047541065142,1.9508412568441902,0.8901627080049366
62,4,11,500,20,10,6,kmeans,11.379691874957643,1.8966153124929406,0.8502067499794066
62,5,11,500,20,10,6,kmeans,10.950614999979734,1.8251024999966223,0.8154842089861631
62,6,11,500,20,10,6,kmeans,10.637625833973289,1.772937638995548,0.8149956669658422
62,3,12,500,20,10,6,kmeans,11.560910708969459,1.9268184514949098,0.871244249981828
62,4,12,500,20,10,6,kmeans,11.263042042031884,1.8771736736719806,0.8334305409807712
62,5,12,500,20,10,6,kmeans,11.086028250050731,1.8476713750084552,0.8313683340093121
62,6,12,500,20,10,6,kmeans,10.785567875020206,1.797594645836701,0.8034044589148834
62,3,13,500,20,10,6,kmeans,11.440753582981415,1.906792263830236,0.906674167024903
62,4,13,500,20,10,6,kmeans,11.036317582940683,1.839386263823447,0.8258977080695331
62,5,13,500,20,10,6,kmeans,10.821493500028737,1.8035822500047896,0.9481211249949411
62,6,13,500,20,10,6,kmeans,10.823544166982174,1.8039240278303623,0.8217627080157399
62,3,14,500,20,10,6,kmeans,11.63483949995134,1.9391399166585568,0.8441577079938725
62,4,14,500,20,10,6,kmeans,11.306879709009081,1.8844799515015136,0.8235122920013964
62,5,14,500,20,10,6,kmeans,11.031013958971016,1.8385023264951694,0.8192387500312179
62,6,14,500,20,10,6,kmeans,10.854234708007425,1.8090391180012375,0.8131898330757394
62,3,15,500,20,10,6,kmeans,11.311936125042848,1.8853226875071414,0.8084561249706894
62,4,15,500,20,10,6,kmeans,11.00880187493749,1.8348003124895815,0.8507768330164254
62,5,15,500,20,10,6,kmeans,10.816773041966371,1.8027955069943953,0.8095040000043809
62,6,15,500,20,10,6,kmeans,10.80481837503612,1.80080306250602,0.8365372499683872
62,3,16,500,20,10,6,kmeans,11.733144209021702,1.9555240348369505,0.8549131250474602
62,4,16,500,20,10,6,kmeans,11.31552737497259,1.8859212291620981,0.9039764159824699
62,5,16,500,20,10,6,kmeans,10.94706395897083,1.8245106598284717,0.8660717909224331
62,6,16,500,20,10,6,kmeans,10.599018125096336,1.7665030208493893,0.7992952920030802
