embed_dim,true_k,dataset_id,n,p,B,n_jobs,n_test_ks,model,t_carve_sec,t_carve_per_k_sec,t_external_sec
1105,4,11,500,1105,20,10,6,spectral,15.239692791947164,2.5399487986578606,1.9925642079906538
1105,5,11,500,1105,20,10,6,spectral,16.028830750030465,2.671471791671744,2.068799000000581
1105,6,11,500,1105,20,10,6,spectral,16.404505083104596,2.7340841805174327,2.0884088330203667
1105,3,12,500,1105,20,10,6,spectral,14.980946916970424,2.4968244861617372,2.0114214579807594
1105,4,12,500,1105,20,10,6,spectral,15.313588375109248,2.552264729184875,1.9599925000220537
1105,5,12,500,1105,20,10,6,spectral,15.963592540938407,2.660598756823068,2.07155562506523
1105,6,12,500,1105,20,10,6,spectral,16.230218083015643,2.705036347169274,2.12451658397913
1105,3,13,500,1105,20,10,6,spectral,15.25689329195302,2.5428155486588366,2.0575956660322845
1105,4,13,500,1105,20,10,6,spectral,15.23787337495014,2.5396455624916903,2.024026917060837
1105,5,13,500,1105,20,10,6,spectral,16.168673874926753,2.6947789791544587,2.0152251661056653
1105,6,13,500,1105,20,10,6,spectral,16.571787541965023,2.7619645903275036,2.217362124938518
1105,3,14,500,1105,20,10,6,spectral,15.2351045840187,2.53918409733645,2.1375498329289258
1105,4,14,500,1105,20,10,6,spectral,15.329071957967244,2.554845326327874,2.1110104999970645
1105,5,14,500,1105,20,10,6,spectral,15.976378667051904,2.662729777841984,2.178068167064339
1105,6,14,500,1105,20,10,6,spectral,16.641645833035,2.7736076388391666,2.142092749942094
1105,3,15,500,1105,20,10,6,spectral,15.125027332920581,2.520837888820097,1.9742074579698965
1105,4,15,500,1105,20,10,6,spectral,15.097312332945876,2.516218722157646,1.9388622500700876
1105,5,15,500,1105,20,10,6,spectral,16.05111758306157,2.6751862638435946,2.081169500015676
1105,6,15,500,1105,20,10,6,spectral,16.286697749979794,2.7144496249966323,2.325614875066094
1105,3,16,500,1105,20,10,6,spectral,15.176983083016239,2.5294971805027067,2.207945583970286
1105,4,16,500,1105,20,10,6,spectral,15.377707042032853,2.562951173672142,1.9771569169824943
1105,5,16,500,1105,20,10,6,spectral,16.021997084026225,2.670332847337704,2.0874944580718875
1105,6,16,500,1105,20,10,6,spectral,16.289577959105372,2.7149296598508954,2.127438750001602
1105,3,17,500,1105,20,10,6,spectral,15.046930499956943,2.5078217499928237,1.9711025829892606
1105,4,17,500,1105,20,10,6,spectral,15.04625395894982,2.507708993158303,1.9993128329515457
1105,5,17,500,1105,20,10,6,spectral,16.24449816707056,2.7074163611784265,2.110565749928355
1105,6,17,500,1105,20,10,6,spectral,16.327890875050798,2.7213151458417997,2.0776888330001384
1105,3,18,500,1105,20,10,6,spectral,15.09897887497209,2.516496479162015,2.0247563750017434
1105,4,18,500,1105,20,10,6,spectral,15.229637624928728,2.5382729374881214,2.1267237920546904
1105,5,18,500,1105,20,10,6,spectral,15.919545999960974,2.653257666660162,2.0057428749278188
1105,6,18,500,1105,20,10,6,spectral,16.360255416017026,2.7267092360028378,2.076613250072114
1105,3,19,500,1105,20,10,6,spectral,14.797823791974224,2.4663039653290375,1.8433105829171836
1105,4,19,500,1105,20,10,6,spectral,15.38060720905196,2.5634345348419934,2.1197302079526708
1105,5,19,500,1105,20,10,6,spectral,15.768906082957983,2.6281510138263307,2.088077040971257
1105,6,19,500,1105,20,10,6,spectral,16.224063000059687,2.704010500009948,2.1933546249056235
1505,3,0,500,1505,20,10,6,spectral,15.965180208091624,2.6608633680152707,2.1089699589647353
1505,4,0,500,1505,20,10,6,spectral,16.07629383308813,2.679382305514688,2.1146359579870477
1505,5,0,500,1505,20,10,6,spectral,16.65532404195983,2.7758873403266384,2.1524187080794945
1505,6,0,500,1505,20,10,6,spectral,17.529789541033097,2.9216315901721828,2.148896957980469
1505,3,1,500,1505,20,10,6,spectral,16.077151166042313,2.6795251943403855,1.9921014169231057
1505,4,1,500,1505,20,10,6,spectral,16.110606624977663,2.685101104162944,2.087791790952906
1505,5,1,500,1505,20,10,6,spectral,17.060133249964565,2.843355541660761,2.225023917038925
1505,6,1,500,1505,20,10,6,spectral,17.413928624941036,2.9023214374901727,2.2889320000540465
1505,3,2,500,1505,20,10,6,spectral,15.78753625007812,2.6312560416796864,2.0877604589331895
1505,4,2,500,1505,20,10,6,spectral,15.974716458003968,2.6624527430006615,2.2989308329997584
1505,5,2,500,1505,20,10,6,spectral,17.01551020797342,2.83591836799557,2.1489056249847636
1505,6,2,500,1505,20,10,6,spectral,17.396671958034858,2.899445326339143,2.2126972500700504
1505,3,3,500,1505,20,10,6,spectral,15.744897667085752,2.624149611180959,2.219001583987847
1505,4,3,500,1505,20,10,6,spectral,16.28398979199119,2.713998298665198,2.229457832989283
1505,5,3,500,1505,20,10,6,spectral,16.899149292032234,2.8165248820053725,2.2901054159738123
1505,6,3,500,1505,20,10,6,spectral,17.515971624990925,2.919328604165154,2.1643537080381066
1505,3,4,500,1505,20,10,6,spectral,16.225340958917513,2.7042234931529188,2.075853916001506
1505,4,4,500,1505,20,10,6,spectral,16.42533454101067,2.737555756835112,2.2038728329353034
1505,5,4,500,1505,20,10,6,spectral,16.986135500017554,2.831022583336259,2.236923916032538
1505,6,4,500,1505,20,10,6,spectral,17.944654874969274,2.990775812494879,2.3081569590140134
1505,3,5,500,1505,20,10,6,spectral,15.761599750025198,2.6269332916708663,2.0612576249986887
1505,4,5,500,1505,20,10,6,spectral,16.11411941598635,2.6856865693310588,2.129448166000657
1505,5,5,500,1505,20,10,6,spectral,16.7980587920174,2.7996764653362334,2.2330402500228956
1505,6,5,500,1505,20,10,6,spectral,17.818182124989107,2.969697020831518,2.2639179580146447
1505,3,6,500,1505,20,10,6,spectral,15.944656374980696,2.6574427291634493,2.1173177079763263
1505,4,6,500,1505,20,10,6,spectral,16.170671125059016,2.6951118541765027,2.1338632910046726
1505,5,6,500,1505,20,10,6,spectral,17.120377208921127,2.8533962014868544,2.3345576660940424
1505,6,6,500,1505,20,10,6,spectral,17.315420874976553,2.8859034791627587,2.32106958294753
1505,3,7,500,1505,20,10,6,spectral,16.101782792015,2.6836304653358334,2.1500108340987936
1505,4,7,500,1505,20,10,6,spectral,16.256305999937467,2.709384333322911,2.1269633329939097
1505,5,7,500,1505,20,10,6,spectral,17.070982957957312,2.845163826326219,2.2784042499260977
1505,6,7,500,1505,20,10,6,spectral,17.560174916987307,2.9266958194978847,2.3867892919806764
1505,3,8,500,1505,20,10,6,spectral,15.865278083016165,2.6442130138360276,2.156034874962643
1505,4,8,500,1505,20,10,6,spectral,16.11453262506984,2.68575543751164,2.1711465840926394
1505,5,8,500,1505,20,10,6,spectral,17.316293332958594,2.886048888826432,2.284305749926716
1505,6,8,500,1505,20,10,6,spectral,17.864102167077363,2.9773503611795604,2.234232750022784
1505,3,9,500,1505,20,10,6,spectral,15.996495667030104,2.6660826111716838,2.126841042074375
1505,4,9,500,1505,20,10,6,spectral,16.173493374953978,2.695582229158996,2.0946836249204352
1505,5,9,500,1505,20,10,6,spectral,17.645103708026,2.9408506180043332,2.1558983330614865
1505,6,9,500,1505,20,10,6,spectral,17.809840791975148,2.9683067986625247,2.3109634169377387
1505,3,10,500,1505,20,10,6,spectral,16.609299416071735,2.7682165693452894,2.0406971250195056
1505,4,10,500,1505,20,10,6,spectral,16.16746120795142,2.6945768679919033,2.109169709030539
1505,5,10,500,1505,20,10,6,spectral,17.13458733295556,2.8557645554925934,2.111822749953717
1505,6,10,500,1505,20,10,6,spectral,17.7019353749929,2.9503225624988167,2.231018375023268
1505,3,11,500,1505,20,10,6,spectral,15.845840874942951,2.6409734791571586,2.0928070419467986
1505,4,11,500,1505,20,10,6,spectral,16.628253667033277,2.7713756111722128,2.0259642499731854
1505,5,11,500,1505,20,10,6,spectral,17.12805079203099,2.854675132005165,2.2348060419317335
1505,6,11,500,1505,20,10,6,spectral,17.550088457996026,2.9250147429993376,2.2006042499560863
1505,3,12,500,1505,20,10,6,spectral,16.06804074998945,2.678006791664908,2.07356841606088
1505,4,12,500,1505,20,10,6,spectral,16.23544091603253,2.705906819338755,2.1583613329567015
1505,5,12,500,1505,20,10,6,spectral,16.846876792027615,2.8078127986712693,2.2634072919609025
1505,6,12,500,1505,20,10,6,spectral,17.289239624980837,2.881539937496806,2.1994444170268252
1505,3,13,500,1505,20,10,6,spectral,16.3728909160709,2.7288151526784836,2.0929851250257343
1505,4,13,500,1505,20,10,6,spectral,16.1947909159353,2.69913181932255,2.1309936670586467
1505,5,13,500,1505,20,10,6,spectral,17.315102416905575,2.8858504028175958,2.186973041971214
1505,6,13,500,1505,20,10,6,spectral,17.957207666011527,2.9928679443352544,2.2800340409157798
1505,3,14,500,1505,20,10,6,spectral,16.395684625022113,2.732614104170352,2.1157315829768777
1505,4,14,500,1505,20,10,6,spectral,16.183725374983624,2.6972875624972708,2.0689270419534296
1505,5,14,500,1505,20,10,6,spectral,17.060427583986893,2.843404597331149,2.1822578330757096
1505,6,14,500,1505,20,10,6,spectral,17.659288916969672,2.9432148194949455,2.3039061250165105
1505,3,15,500,1505,20,10,6,spectral,16.27137783402577,2.7118963056709617,2.2013506670482457
1505,4,15,500,1505,20,10,6,spectral,16.149204082903452,2.691534013817242,2.1715560419252142
1505,5,15,500,1505,20,10,6,spectral,17.015808291966096,2.835968048661016,2.1015118330251426
1505,6,15,500,1505,20,10,6,spectral,17.455786791048013,2.909297798508002,2.1334114170167595
1505,3,16,500,1505,20,10,6,spectral,16.010354375001043,2.668392395833507,2.081850791000761
1505,4,16,500,1505,20,10,6,spectral,16.254919665982015,2.709153277663669,2.1802323749288917
1505,5,16,500,1505,20,10,6,spectral,17.148145250044763,2.858024208340794,2.1444069580174983
1505,6,16,500,1505,20,10,6,spectral,17.411467875004746,2.901911312500791,2.2247067500138655
1505,3,17,500,1505,20,10,6,spectral,15.90109375002794,2.650182291671323,2.153926958097145
1505,4,17,500,1505,20,10,6,spectral,16.289449041942134,2.7149081736570224,2.526617124909535
1505,5,17,500,1505,20,10,6,spectral,17.62522945809178,2.9375382430152968,2.1945921670412645
1505,6,17,500,1505,20,10,6,spectral,17.514886208926328,2.9191477014877214,2.1752859159605578
1505,3,18,500,1505,20,10,6,spectral,15.935917792026885,2.6559862986711473,2.199159999960102
1505,4,18,500,1505,20,10,6,spectral,16.12650454195682,2.6877507569928034,2.1312592499889433
1505,5,18,500,1505,20,10,6,spectral,17.03664258297067,2.8394404304951117,2.2673740839818493
1505,6,18,500,1505,20,10,6,spectral,17.57001324999146,2.9283355416652435,2.287868333980441
1505,3,19,500,1505,20,10,6,spectral,15.879172667046078,2.646528777841013,2.1031514579663053
1505,4,19,500,1505,20,10,6,spectral,16.206089916988276,2.701014986164713,2.0967664170311764
1505,5,19,500,1505,20,10,6,spectral,16.981726750032976,2.8302877916721627,2.233913749922067
1505,6,19,500,1505,20,10,6,spectral,17.43904229195323,2.9065070486588716,2.2930737499846146
2048,3,0,500,2048,20,10,6,spectral,17.392475375090726,2.8987458958484544,2.2556309170322493
2048,4,0,500,2048,20,10,6,spectral,17.6329392909538,2.938823215158967,2.4029868750367314
2048,5,0,500,2048,20,10,6,spectral,18.23733400006313,3.039555666677188,2.5202395409578457
2048,6,0,500,2048,20,10,6,spectral,19.228522207937203,3.204753701322867,2.532375249895267
2048,3,1,500,2048,20,10,6,spectral,17.595434207934886,2.9325723679891476,2.3512549999868497
2048,4,1,500,2048,20,10,6,spectral,17.700401792069897,2.9500669653449827,2.354635375086218
2048,5,1,500,2048,20,10,6,spectral,18.715795625001192,3.119299270833532,2.4152982499217615
2048,6,1,500,2048,20,10,6,spectral,18.98511862498708,3.164186437497847,2.5722400419181213
2048,3,2,500,2048,20,10,6,spectral,17.18881633307319,2.8648027221788652,2.530532707925886
2048,4,2,500,2048,20,10,6,spectral,17.90862333390396,2.9847705556506603,2.491810749983415
2048,5,2,500,2048,20,10,6,spectral,18.95153650001157,3.1585894166685953,2.6021888330578804
2048,6,2,500,2048,20,10,6,spectral,19.53902929101605,3.2565048818360083,2.4740686250152066
2048,3,3,500,2048,20,10,6,spectral,17.47983900003601,2.9133065000060014,2.3557562499772757
2048,4,3,500,2048,20,10,6,spectral,17.716985624982044,2.952830937497007,2.354615791933611
2048,5,3,500,2048,20,10,6,spectral,18.45056733407546,3.075094555679243,2.4502562501002103
2048,6,3,500,2048,20,10,6,spectral,19.354353916016407,3.2257256526694014,2.408784000086598
2048,3,4,500,2048,20,10,6,spectral,17.66894775000401,2.944824625000668,2.2429590419633314
2048,4,4,500,2048,20,10,6,spectral,17.979160084039904,2.9965266806733175,2.3313485409598798
2048,5,4,500,2048,20,10,6,spectral,19.007091250037774,3.1678485416729623,2.363842249964364
2048,6,4,500,2048,20,10,6,spectral,19.37561350001488,3.2292689166691466,2.4517712919041514
2048,3,5,500,2048,20,10,6,spectral,17.136286208056845,2.8560477013428076,2.2572414169553667
2048,4,5,500,2048,20,10,6,spectral,17.517368666944094,2.9195614444906823,2.4132871250621974
2048,5,5,500,2048,20,10,6,spectral,18.384611999965273,3.0641019999942123,2.4308257080847397
2048,6,5,500,2048,20,10,6,spectral,19.201176750008017,3.200196125001336,2.5077389589278027
2048,3,6,500,2048,20,10,6,spectral,17.446617583045736,2.907769597174289,2.5987260409165174
2048,4,6,500,2048,20,10,6,spectral,18.066769125056453,3.0111281875094087,2.5913985000224784
2048,5,6,500,2048,20,10,6,spectral,18.983772082952783,3.1639620138254636,2.7180493329651654
2048,6,6,500,2048,20,10,6,spectral,19.985005417023785,3.330834236170631,2.8423610409954563
2048,3,7,500,2048,20,10,6,spectral,17.57720637496095,2.9295343958268254,2.5075990830082446
2048,4,7,500,2048,20,10,6,spectral,18.099062209017575,3.016510368169596,2.6889292909763753
2048,5,7,500,2048,20,10,6,spectral,18.926667875028215,3.1544446458380357,2.710996750043705
2048,6,7,500,2048,20,10,6,spectral,19.36399829108268,3.22733304851378,2.779200667049736
2048,3,8,500,2048,20,10,6,spectral,17.466500709066167,2.9110834515110278,2.626141207991168
2048,4,8,500,2048,20,10,6,spectral,17.658584290998988,2.9430973818331645,2.5495692079421133
2048,5,8,500,2048,20,10,6,spectral,19.02036391699221,3.170060652832035,2.467062499956228
2048,6,8,500,2048,20,10,6,spectral,19.270667875069194,3.211777979178199,2.525994750089012
2048,3,9,500,2048,20,10,6,spectral,17.536801374983042,2.9228002291638404,2.404194583068602
2048,4,9,500,2048,20,10,6,spectral,17.47378054203,2.912296757005,2.4437834169948474
2048,5,9,500,2048,20,10,6,spectral,19.068110666936263,3.178018444489377,2.47084216598887
2048,6,9,500,2048,20,10,6,spectral,19.092538916971534,3.1820898194952556,2.4999090409837663
2048,3,10,500,2048,20,10,6,spectral,17.628409208962694,2.9380682014937824,2.419183916063048
2048,4,10,500,2048,20,10,6,spectral,17.687896416988224,2.947982736164704,2.3438638750230893
2048,5,10,500,2048,20,10,6,spectral,18.810996458050795,3.135166076341799,2.3407350829802454
2048,6,10,500,2048,20,10,6,spectral,19.43005554098636,3.238342590164393,2.478691417025402
2048,3,11,500,2048,20,10,6,spectral,17.439833750016987,2.9066389583361647,2.2030993750086054
2048,4,11,500,2048,20,10,6,spectral,17.976539416937158,2.9960899028228596,2.457682750071399
2048,5,11,500,2048,20,10,6,spectral,19.0112358329352,3.1685393054891997,2.6668909590225667
2048,6,11,500,2048,20,10,6,spectral,19.07501675002277,3.179169458337128,2.460893457988277
2048,3,12,500,2048,20,10,6,spectral,17.45638512505684,2.909397520842807,2.315159457968548
2048,4,12,500,2048,20,10,6,spectral,17.70054666697979,2.950091111163298,2.381932666990906
2048,5,12,500,2048,20,10,6,spectral,18.668046707985923,3.111341117997654,2.4591755410656333
2048,6,12,500,2048,20,10,6,spectral,19.093922917032614,3.1823204861721024,2.455259875045158
2048,3,13,500,2048,20,10,6,spectral,17.906544165918604,2.9844240276531004,2.393374874955043
2048,4,13,500,2048,20,10,6,spectral,17.71303891693242,2.95217315282207,2.3868085839785635
2048,5,13,500,2048,20,10,6,spectral,18.967145000002347,3.1611908333337246,2.4330677080433816
2048,6,13,500,2048,20,10,6,spectral,19.38925787503831,3.2315429791730517,2.5316922089550644
2048,3,14,500,2048,20,10,6,spectral,17.52389549999498,2.920649249999163,2.398823875002563
2048,4,14,500,2048,20,10,6,spectral,17.699074874981306,2.9498458124968843,2.4005822500912473
2048,5,14,500,2048,20,10,6,spectral,18.7467426660005,3.1244571110000834,2.471716625033878
2048,6,14,500,2048,20,10,6,spectral,19.413438542047516,3.2355730903412527,2.4962324170628563
2048,3,15,500,2048,20,10,6,spectral,17.657425999990664,2.9429043333317773,2.476241416996345
2048,4,15,500,2048,20,10,6,spectral,17.59734400000889,2.9328906666681482,2.371048083063215
2048,5,15,500,2048,20,10,6,spectral,19.054919166956097,3.1758198611593493,2.410960540990345
2048,6,15,500,2048,20,10,6,spectral,19.123774291947484,3.1872957153245807,2.570757291978225
2048,3,16,500,2048,20,10,6,spectral,17.4753406670643,2.9125567778440504,2.4048352079698816
2048,4,16,500,2048,20,10,6,spectral,17.90947870898526,2.98491311816421,2.377338125021197
2048,5,16,500,2048,20,10,6,spectral,18.87018812505994,3.145031354176657,2.5098182080546394
2048,6,16,500,2048,20,10,6,spectral,18.754615833051503,3.125769305508584,2.423879624926485
2048,3,17,500,2048,20,10,6,spectral,17.471437208005227,2.9119062013342045,2.179064084077254
2048,4,17,500,2048,20,10,6,spectral,17.63485800009221,2.939143000015368,2.3337586669949815
2048,5,17,500,2048,20,10,6,spectral,18.996120542054996,3.1660200903424993,2.4057859590975568
2048,6,17,500,2048,20,10,6,spectral,19.158124041976407,3.1930206736627347,2.500441167037934
2048,3,18,500,2048,20,10,6,spectral,17.336873874999583,2.889478979166597,2.332171957939863
2048,4,18,500,2048,20,10,6,spectral,17.50913549994584,2.9181892499909736,2.31847112509422
2048,5,18,500,2048,20,10,6,spectral,18.55867841700092,3.0931130695001534,2.428337624995038
2048,6,18,500,2048,20,10,6,spectral,19.419264291995205,3.2365440486658676,2.5244525420712307
2048,3,19,500,2048,20,10,6,spectral,17.370152625022456,2.8950254375037425,2.328706125030294
2048,4,19,500,2048,20,10,6,spectral,17.84861954196822,2.97476992366137,2.3574002910172567
2048,5,19,500,2048,20,10,6,spectral,18.675081750028767,3.1125136250047944,2.417596874991432
2048,6,19,500,2048,20,10,6,spectral,19.070823916932568,3.1784706528220945,2.46543554100208
