axis_name,axis_value,stage,baseline_ari,dataset_iteration,true_k,metric_name,k,metric_value,is_optimal,is_correct,metric_ari
p,50,start,0.9292740328602656,2,5,consensus_gini_stability,6,0.8351850926542661,False,False,0.7355175934680881
p,50,start,0.9292740328602656,2,5,consensus_gini_stability,7,0.8169719105126185,False,False,0.6978799236629663
p,50,start,0.9292740328602656,2,5,consensus_pac_stability,3,0.854103624638648,False,False,0.6634362888103463
p,50,start,0.9292740328602656,2,5,consensus_pac_stability,4,0.9372959750945075,True,False,0.8388250205116472
p,50,start,0.9292740328602656,2,5,consensus_pac_stability,5,0.7918487880809428,False,True,0.9333655138245885
p,50,start,0.9292740328602656,2,5,consensus_pac_stability,6,0.7821142984211696,False,False,0.7355175934680881
p,50,start,0.9292740328602656,2,5,consensus_pac_stability,7,0.7359955525906159,False,False,0.6978799236629663
p,50,start,0.9292740328602656,2,5,silhouette,3,0.056726511876182426,False,False,0.656350154826888
p,50,start,0.9292740328602656,2,5,silhouette,4,0.06380303978783854,False,False,0.8465294960646638
p,50,start,0.9292740328602656,2,5,silhouette,5,0.06659061278760657,True,True,0.9292740328602656
p,50,start,0.9292740328602656,2,5,silhouette,6,0.05159935387796416,False,False,0.7066245225999376
p,50,start,0.9292740328602656,2,5,silhouette,7,0.04817866988502129,False,False,0.5926977171626417
p,50,start,0.9292740328602656,2,5,gap,3,1.4227644894377018,False,False,0.656350154826888
p,50,start,0.9292740328602656,2,5,gap,4,1.4421441659812277,False,False,0.8465294960646638
p,50,start,0.9292740328602656,2,5,gap,5,1.4547624500098983,False,True,0.9292740328602656
p,50,start,0.9292740328602656,2,5,gap,6,1.4642970142440106,False,False,0.7066245225999376
p,50,start,0.9292740328602656,2,5,gap,7,1.4706555785476816,True,False,0.5926977171626417
p,50,start,0.9292740328602656,2,5,davies_bouldin,3,0.20911585229017302,False,False,0.656350154826888
p,50,start,0.9292740328602656,2,5,davies_bouldin,4,0.224908230057085,False,False,0.8465294960646638
p,50,start,0.9292740328602656,2,5,davies_bouldin,5,0.24195021179378245,True,True,0.9292740328602656
p,50,start,0.9292740328602656,2,5,davies_bouldin,6,0.2172234631954305,False,False,0.7066245225999376
p,50,start,0.9292740328602656,2,5,davies_bouldin,7,0.2223465566831206,False,False,0.5926977171626417
